,HDZ,SDP,MOST,Možemo!,DP,Policy,Ideological,Scandal,Impact,id,url,title,date
89,1,NO,NO,NO,NO,1,0,0,4,2401811,https://www.index.hr/clanak.aspx?id=2186953,Plenković napao Milanovića i otkrio kako su završili pregovori s Marijanom Petir,2020-05-31
90,-1,NO,NO,NO,-1,0,1,1,6,3630757,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/skoro-hdz-gubi-svaki-dodir-sa-stvarnoscu-a-plenkovic-je-anusica-zaduzio-za-odrusavanje-na-mene-osobno---607443.html,"Škoro: ""HDZ gubi svaki dodir sa stvarnošću, a Plenković je Anušića zadužio za obrušavanje na mene osobno""",2020-05-31
91,1,NO,NO,NO,NO,1,0,0,3,2402165,https://www.index.hr/clanak.aspx?id=2186928,Božinović: Zabrana rada nedjeljom bila je epidemiološka mjera,2020-05-31
92,0,1,1,NO,NO,0,0,0,2,2401800,https://www.index.hr/clanak.aspx?id=2186947,"Bulj, Maras i Pernar najviše su pričali u saboru. Najviše je šutio jedan HDZ-ovac",2020-05-31
93,1,NO,NO,NO,NO,1,0,1,4,2402163,https://www.index.hr/clanak.aspx?id=2186931,"Butković na pitanje zašto prije nije bilo uhićenja: Ne znam, ne hapsim ja",2020-05-31
94,-1,NO,NO,NO,NO,1,0,0,6,2402150,https://www.index.hr/clanak.aspx?id=2186937,GLAS: Oslobodimo Zagreb od Bandića i HDZ-a,2020-05-31
95,-1,0,NO,NO,-1,0,1,0,5,3644623,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/svadja-ivana-anusica-i-miroslava-skore---607444.html,"Anušić prozvao Škoru: ""Kao što je stao uz one koji nisu htjeli samostalnu državu i na čelo države doveo Milanovića""",2020-05-31
96,-1,0,0,NO,NO,1,1,0,5,3484238,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/zeljko-kerum-se-sa-strankom-hrvatska-gradjanska-stranka-kandidira-na-parlamentarnim-izborima---607440.html,"Kerum se vraća i poručuje: ''Poremetit ćemo planove HDZ-u, a Škoro ovdje neće prijeći izborni prag''",2020-05-31
97,1,-1,NO,NO,-1,0,1,1,5,3650970,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/komunikacijska-strucnjakinja-o-predizbornoj-retorici-plenkovic-se-postavlja-kao-da-nema-konkurenata---607449.html,"Komunikacijska stručnjakinja otkriva tko u predizbornoj komunikaciji bira riječi, tko je bahat i tko je postavio rekord u udarcima ""ispod pojasa""",2020-05-31
98,1,0,NO,NO,NO,1,0,1,5,3449372,https://dnevnik.hr/vijesti/hrvatska/andrej-plenkovic-o-aferi-vjetroelektrana-uvijek-je-dobar-trenutak-za-borbu-protiv-korupcije---607433.html,Plenković o uhićenjima u Hrvatskim šumama: ''Ovo je prvi put da je u mandatu ove Vlade uhićen netko na dužnosti'',2020-05-31
99,0,1,-1,NO,NO,0,1,1,3,9487598,https://dnevnik.hr/vijesti/hrvatska/miro-bulj-gordan-maras-i-ivan-pernar-najaktivniji-zastupnici-9-saziva-hrvatskog-sabora---607438.html,"Saziv koji ćemo pamtiti po svađama, psovkama i poklonima: Tko su bile najveće zvijezde raspuštenog Sabora?",2020-05-31
100,1,NO,NO,NO,NO,1,0,0,3,5653631,https://www.24sata.hr/news/rad-nedjeljom-dozvoljen-zbog-dobre-epidemioloske-situacije-696335,Rad nedjeljom dozvoljen zbog dobre epidemiološke situacije,2020-05-31
101,1,NO,NO,NO,NO,1,0,1,4,10858484,https://www.24sata.hr/news/rasciscavanje-ne-steti-hdz-u-vjerujem-u-pobjedu-na-izborima-696338,"Raščišćavanje ne šteti HDZ-u, vjerujem u pobjedu na izborima",2020-05-31
102,-1,0,NO,NO,1,0,1,1,6,10858523,https://www.24sata.hr/news/skoro-opleo-po-milanovicu-i-plenkovicu-vodama-politickih-kartela-bas-ne-cvjetaju-ruze-696354,Škoro opleo po Milanoviću i Plenkoviću: 'Vođama političkih kartela baš ne cvjetaju ruže',2020-05-31
103,-1,-1,1,NO,NO,0,0,0,3,10858510,https://www.24sata.hr/news/zeljko-kerum-izlazi-na-izbore-zelim-najbolje-za-dalmaciju-696390,Željko Kerum izlazi na izbore: 'Želim najbolje za Dalmaciju',2020-05-31
104,-1,NO,NO,NO,NO,1,0,1,5,3564180,https://dnevnik.hr/vijesti/hrvatska/pregled-tjedna-ivane-petrovic-sto-je-zajednicko-pompejima-i-politickoj-kampanji---607455.html,"""Često govorimo o erupciji ljubavi, mržnje ili gluposti. Kada se sve to pomiješa, dobije se kampanja za izbore 2020.""",2020-05-31
105,-1,1,NO,NO,-1,0,1,0,5,5023320,https://www.24sata.hr/news/anic-domovinskom-pokretu-cilj-je-srusiti-demokrscanstvo-696298,Anušić: Domovinskom pokretu cilj je srušiti demokršćanstvo,2020-05-31
106,-1,NO,NO,NO,NO,0,1,0,6,10858501,https://www.24sata.hr/news/glas-porucuje-oslobodimo-grad-zagreb-od-bandica-i-hdz-a-696342,GLAS poručuje: Oslobodimo Grad Zagreb od Bandića i HDZ-a,2020-05-31
107,1,-1,NO,NO,NO,1,0,0,5,23983,https://www.24sata.hr/news/ministri-prozvali-sefa-sdp-a-ne-zna-nista-o-eu-fondovima-laze-mozda-da-on-upise-neki-studij-696389,"Ministri prozvali šefa SDP-a: Ne zna ništa o EU fondovima, laže. Možda da on upiše neki studij",2020-05-31
108,NO,NO,NO,NO,NO,0,0,0,2,10858488,https://www.24sata.hr/news/najaktivni-zastupnici-9-saziva-su-bili-bulj-maras-te-pernar-696353,"Najaktivni zastupnici 9. saziva su bili Bulj, Maras te Pernar",2020-05-31
109,1,NO,NO,NO,NO,1,0,0,3,10858518,https://www.24sata.hr/news/plenkovic-ovo-je-prvi-put-u-mandatu-ove-vlade-da-je-netko-uhicen-a-da-je-bio-na-duznosti-696376,"Plenković: 'Ovo je prvi put u mandatu ove Vlade da je netko uhićen, a da je bio na dužnosti'",2020-05-31
110,1,-1,NO,NO,NO,1,0,0,3,138468,https://www.24sata.hr/news/barjak-s-prvim-bijelim-poljem-cuvaju-svi-hdz-ovci-iz-prvog-sastava-to-je-nas-stari-barjak-696307,"'Barjak s prvim bijelim poljem čuvaju svi HDZ-ovci iz prvog sastava, to je naš stari barjak'",2020-05-31
111,-1,NO,1,NO,NO,0,0,0,3,10858502,https://www.24sata.hr/news/bernardic-je-prekrizio-most-kao-partnera-necu-podici-ruku-vladi-kojoj-ce-premijer-biti-plenkovic-696403,"'Bernardić je prekrižio Most kao partnera, neću podići ruku vladi kojoj će premijer biti Plenković'",2020-05-31
112,NO,1,NO,NO,NO,1,0,0,5,10177795,https://www.24sata.hr/news/obnovu-grada-zagreba-iskoristit-cemo-kao-poticaj-gradevinarstvu-696348,'Obnovu Grada Zagreba iskoristit ćemo kao poticaj građevinarstvu',2020-05-31
113,-1,NO,NO,1,NO,1,0,0,5,11140553,https://www.24sata.hr/news/u-jesen-dolazi-kriza-koja-ce-biti-puna-gora-nego-ona-2009-696314,'U jesen dolazi kriza koja će biti puna gora nego ona 2009.',2020-05-31
114,1,-1,NO,NO,0,1,0,1,5,10858525,https://www.24sata.hr/news/zoran-milanovic-kada-govori-o-zetoncicima-misli-na-suradnike-696369,'Zoran Milanović kada govori o žetončićima misli na suradnike',2020-05-31
115,1,NO,NO,NO,NO,0,1,0,3,4309718,https://www.vecernji.hr/vijesti/samoodredenje-i-sloboda-nisu-prijetnja-stabilnosti-to-su-tiranija-i-represija-1406154,"Samoodređenje i sloboda nisu prijetnja stabilnosti, to su tiranija i represija",2020-05-30
116,1,NO,NO,NO,NO,1,0,0,5,4313181,https://www.vecernji.hr/premium/zbog-etikete-desnicara-nisam-bio-izabran-za-prvog-predsjednika-sabor-1406140,Zbog etikete desničara nisam bio izabran za prvog predsjednika Sabora,2020-05-30
117,1,NO,NO,NO,NO,1,0,0,5,6374711,https://www.vecernji.hr/vijesti/milanovic-danas-nije-dan-drzavnosti-seks-trazi-njegov-opoziv-potpuno-je-izgubio-kompas-1406208,Šeks traži opoziv Milanovića: Potpuno je izgubio kompas,2020-05-30
118,1,NO,NO,NO,NO,1,0,1,4,7561119,https://www.vecernji.hr/vijesti/seks-milanovicev-potez-skandalozan-ustav-i-zakone-treba-postivati-1406299,"Šeks: Milanovićev potez skandalozan, Ustav i zakone treba poštivati",2020-05-30
119,-1,NO,NO,NO,1,1,1,0,6,7053900,https://www.vecernji.hr/vijesti/skoro-i-penava-potvrdili-zajednicki-izlazak-na-izbore-zelimo-se-okrenuti-proizvodnji-i-poljoprivredi-1406274,Škoro i Penava potvrdili zajednički izlazak na izbore: 'Ova uhićenja potvrdila su da nas netko stalno pljačka',2020-05-30
120,1,0,NO,NO,NO,1,0,0,3,9174866,https://www.vecernji.hr/vijesti/milanovic-nije-polozio-vijence-na-tudmanov-grob-obiljezavam-ovaj-dan-drzavnosti-samo-zbog-mrtvih-1406206,Milanović nije položio vijence na Tuđmanov grob: 'Ovo je predizborni skup. Ja ne bojkotiram',2020-05-30
121,NO,NO,NO,NO,1,0,1,0,3,6210278,https://www.vecernji.hr/showbiz/nema-koga-nema-evo-liste-svih-estradnjaka-koji-su-uskocili-u-politiku-1406117,Nema koga nema! Evo liste svih estradnjaka koji su uskočili u politiku,2020-05-30
122,1,NO,NO,NO,NO,1,0,0,4,4292371,https://www.vecernji.hr/vijesti/plenkovic-lose-je-sto-predsjednik-tako-govori-vjerujem-da-ce-promijeniti-svoje-stajaliste-1406229,"Plenković: Loše je što predsjednik tako govori, vjerujem da će promijeniti svoje stajalište",2020-05-30
123,1,NO,NO,NO,NO,1,0,0,5,5461255,https://www.vecernji.hr/vijesti/prvi-put-u-novijoj-povijesti-hrvati-su-dobili-priliku-da-odlucuju-o-svojoj-drzavi-1406136,Prvi put u novijoj povijesti Hrvati su dobili priliku da odlučuju o svojoj državi,2020-05-30
124,1,NO,NO,NO,NO,1,1,0,5,4309211,https://www.vecernji.hr/vijesti/rat-je-mogla-sprijeciti-samo-brza-i-energicna-intervencija-sad-a-1406146,Rat je mogla spriječiti samo brza i energična intervencija SAD-a,2020-05-30
125,-1,NO,NO,NO,NO,0,1,1,4,1655424,https://www.jutarnji.hr/vijesti/hrvatska/seks-uzvratio-milanovicu-trebao-je-malo-ocistiti-nos-prije-nego-je-dao-izjavu-on-meni-zeli-ono-sto-prizeljkuju-beograd-i-jna-zalosno-i-bijedno-10356475,ŠEKS UZVRATIO MILANOVIĆU 'Trebao je malo očistiti nos prije nego je dao izjavu. On meni želi ono što priželjkuju Beograd i JNA. Žalosno i bijedno',2020-05-30
126,1,NO,NO,NO,NO,0,1,0,5,7848634,https://www.vecernji.hr/vijesti/dan-kad-su-novoizabrani-zastupnici-u-sabor-ispraceni-ovacijama-tisuca-gradana-1405958,Dan kad su novoizabrani zastupnici u Sabor ispraćeni ovacijama tisuća građana,2020-05-30
127,1,NO,NO,NO,NO,1,1,0,5,4312486,https://www.vecernji.hr/vijesti/do-suverene-hrvatske-doveo-nas-poker-asova-tudman-susak-racan-i-manolic-1406160,"Do suverene Hrvatske doveo nas poker asova: Tuđman, Šušak, Račan i Manolić",2020-05-30
128,1,NO,NO,NO,NO,1,0,0,4,9279675,https://www.vecernji.hr/vijesti/glupi-novinari-umalo-su-unistili-najveci-plenkijev-projekt-1406209,"Glupi novinari, umalo su uništili najveći Plenkijev projekt",2020-05-30
129,1,NO,NO,NO,NO,1,0,1,4,7785077,https://www.vecernji.hr/vijesti/maric-isplata-mirovina-prije-tijelova-povrat-poreza-12-lipnja-1406351,"Marić: Isplata mirovina prije Tijelova, povrat poreza 12. lipnja",2020-05-30
130,-1,1,NO,NO,NO,1,0,0,5,1860521,https://www.jutarnji.hr/vijesti/hrvatska/video-davor-bernardic-u-velikom-razgovoru-za-jutarnji-europski-uspjeh-hrvatske-plenkovicev-je-mit-10355401,VIDEO: DAVOR BERNARDIĆ U VELIKOM RAZGOVORU ZA JUTARNJI 'Europski uspjeh Hrvatske Plenkovićev je mit',2020-05-30
131,-1,-1,NO,NO,1,1,0,0,5,1866723,https://www.jutarnji.hr/vijesti/hrvatska/video-penava-i-skoro-sluzbeno-objavili-savez-procesuiranje-ratnih-zlocina-i-popis-stanovnistva-su-im-prioriteti-treca-tocka-je-dostojanstven-zivot-10356613,VIDEO: PENAVA I ŠKORO SLUŽBENO OBJAVILI SAVEZ Procesuiranje ratnih zločina i popis stanovništva su im prioriteti: 'Treća točka je dostojanstven život',2020-05-30
132,NO,NO,NO,NO,1,0,0,1,3,1865917,https://www.jutarnji.hr/vijesti/hrvatska/video-skoro-promijenio-pricu-o-svojem-odlasku-u-ameriku-1989-priznao-da-je-vodio-savkin-skup-u-osijeku-u-travnju-1990-10357018,VIDEO: ŠKORO PROMIJENIO PRIČU O SVOJEM ODLASKU U AMERIKU 1989. Priznao da je vodio Savkin skup u Osijeku u travnju 1990.,2020-05-30
133,1,NO,NO,NO,NO,1,0,1,4,1867979,https://www.jutarnji.hr/vijesti/hrvatska/zdravko-maric-otkrio-kada-pocinje-isplata-povrata-poreza-mirovine-ce-biti-isplacene-uoci-tijelova-10357303,ZDRAVKO MARIĆ OTKRIO KADA POČINJE ISPLATA POVRATA POREZA 'Mirovine će biti isplaćene uoči Tijelova',2020-05-30
134,1,NO,NO,NO,NO,1,0,0,5,1655744,https://www.jutarnji.hr/vijesti/hrvatska/seks-pozvao-na-milanovicev-opoziv-izjava-kojom-porucuje-da-ne-priznaje-dan-drzavnosti-presedan-je-u-cjelokupnoj-povijesti-rh-to-je-povreda-ustava-10355722,"ŠEKS POZVAO NA MILANOVIĆEV OPOZIV 'Izjava kojom poručuje da ne priznaje Dan državnosti presedan je u cjelokupnoj povijesti RH, to je povreda Ustava'",2020-05-30
135,-1,0,NO,NO,NO,1,0,0,4,1860365,https://www.jutarnji.hr/vijesti/hrvatska/najiskusnija-zagrebacka-prosvjednica-progovorila-za-jutarnji-zvali-su-me-i-komunisticom-i-udbasicom-a-iz-moje-obitelji-nitko-nije-bio-u-partizanima-10355371,"NAJISKUSNIJA ZAGREBAČKA PROSVJEDNICA PROGOVORILA ZA JUTARNJI 'Zvali su me i komunisticom i udbašicom, a iz moje obitelji nitko nije bio u partizanima'",2020-05-30
136,1,0,NO,NO,NO,1,0,0,3,1856452,https://www.jutarnji.hr/vijesti/hrvatska/nakon-gotovo-dva-desetljeca-hrvatska-ponovno-slavi-dan-drzavnosti-30-svibnja-akteri-prvog-saborskog-saziva-prisjetili-se-povijesnog-trenutka-1990-10355638,NAKON GOTOVO DVA DESETLJEĆA HRVATSKA PONOVNO SLAVI DAN DRŽAVNOSTI 30. SVIBNJA Akteri prvog saborskog saziva prisjetili se povijesnog trenutka 1990.,2020-05-30
137,1,NO,NO,NO,NO,1,1,0,5,1609113,https://www.jutarnji.hr/naslovnica/pise-jurica-pavicic-zasto-danas-slavimo-dan-drzavnosti-to-je-dan-kad-je-hdz-dosao-na-vlast-i-neskriveno-pokazuje-sto-su-za-stranku-drzava-i-drzavnost-10355464,PIŠE JURICA PAVIČIĆ: ZAŠTO DANAS SLAVIMO DAN DRŽAVNOSTI To je dan kad je HDZ došao na vlast i neskriveno pokazuje što su za stranku država i državnost,2020-05-30
138,1,-1,NO,NO,NO,1,0,0,4,1804027,https://www.jutarnji.hr/vijesti/hrvatska/plenkovic-o-milanovicevoj-tvrdnji-da-je-30-svibnja-mali-privatluk-hdz-a-lose-je-da-tako-govori-vjerujem-da-ce-kroz-mandat-promijeniti-stajaliste-10355737,"PLENKOVIĆ O MILANOVIĆEVOJ TVRDNJI DA JE 30. SVIBNJA 'MALI PRIVATLUK HDZ-a' 'Loše je da tako govori, vjerujem da će kroz mandat promijeniti stajalište'",2020-05-30
139,1,NO,NO,NO,NO,1,0,0,3,1655753,https://www.jutarnji.hr/vijesti/hrvatska/prvi-predsjednik-sabora-o-3051990-tudmanu-je-osiguranje-reklo-da-je-opasno-ali-on-je-rekao-ja-idem-dan-je-zavrsio-pecenjem-vola-kod-janjevaca-10356133,"Prvi predsjednik Sabora o 30.5.1990.: Tuđmanu je osiguranje reklo da je opasno, ali on je rekao - ja idem! Dan je završio pečenjem vola kod Janjevaca",2020-05-30
140,1,NO,NO,NO,NO,1,0,0,5,4029537,https://www.index.hr/vijesti/clanak/seks-treba-pokrenuti-opoziv-milanovica/2186722.aspx,"Šeks: Milanovićev bojkot je presedan, treba pokrenuti opoziv",2020-05-30
141,-1,1,NO,NO,NO,1,0,1,5,1826707,https://www.jutarnji.hr/vijesti/hrvatska/bernardic-ova-vlada-ce-jedino-ostati-upamcena-po-reformi-datuma-blagdana-i-praznika-uhicenja-sve-je-to-skretanje-paznje-s-velikih-afera-10355944,BERNARDIĆ 'Ova Vlada će jedino ostati upamćena po reformi datuma blagdana i praznika. Uhićenja? Sve je to skretanje pažnje s velikih afera',2020-05-30
142,-1,-1,NO,NO,NO,1,0,0,4,1655425,https://www.jutarnji.hr/vijesti/hrvatska/dalija-oreskovic-danas-je-dan-drzavnosti-sto-to-imamo-slaviti-trideset-godina-propadanja-i-pada-na-svim-podrucjima-umjesto-razvoja-i-rasta-10356718,DALIJA OREŠKOVIĆ 'Danas je Dan državnosti. Što to imamo slaviti? Trideset godina propadanja i pada na svim područjima umjesto razvoja i rasta',2020-05-30
143,-1,NO,NO,NO,NO,1,0,1,6,1868070,https://www.jutarnji.hr/naslovnica/izbori-i-uhicenja-i-zalosna-slika-manjka-povjerenja-u-institucije-10355362,Izbori i uhićenja. I žalosna slika manjka povjerenja u institucije,2020-05-30
144,-1,0,NO,NO,NO,1,1,0,5,1868773,https://www.jutarnji.hr/vijesti/hrvatska/kraj-duge-politicke-karijere-vesne-pusic-bila-je-najvaznija-lijevo-liberalna-politicarka-u-samostalnoj-hrvatskoj-ali-i-glavna-meta-desnicara-10355509,"KRAJ DUGE POLITIČKE KARIJERE VESNE PUSIĆ Bila je najvažnija lijevo liberalna političarka u samostalnoj Hrvatskoj, ali i glavna meta desničara",2020-05-30
145,1,NO,NO,NO,NO,1,0,0,3,6398395,https://www.index.hr/vijesti/clanak/ministar-maric-otkrio-kada-tocno-krece-isplata-povrata-poreza/2186852.aspx,Ministar Marić otkrio kada točno kreće isplata povrata poreza,2020-05-30
146,1,-1,NO,NO,NO,1,0,0,5,2402342,https://www.index.hr/clanak.aspx?id=2186708,"Nakon 19 godina Dan državnosti je danas, 30. svibnja. Milanović će ga bojkotirati",2020-05-30
147,1,NO,NO,NO,NO,1,0,0,4,2402374,https://www.index.hr/clanak.aspx?id=2186760,"Ovo je proslava Dana državnosti na Markovom trgu, Plenković i Njonjo imaju zastavice",2020-05-30
148,-1,NO,NO,NO,1,1,1,0,6,2402017,https://www.index.hr/clanak.aspx?id=2186809,"VIDEO Sad je i službeno, Penava i Škoro idu zajedno na izbore. Održali presicu",2020-05-30
149,1,NO,NO,NO,NO,0,1,1,5,2401969,https://www.index.hr/clanak.aspx?id=2186794,Šeks opet žestoko napao Milanovića,2020-05-30
150,-1,1,NO,NO,NO,1,1,0,5,2402349,https://www.index.hr/clanak.aspx?id=2186749,"Bernardić: Uhićenja su spin za skretanje pažnje s afera Ina, Ćorić i Bošnjaković",2020-05-30
151,-1,-1,NO,NO,NO,1,0,0,5,2401988,https://www.index.hr/clanak.aspx?id=2186793,Dalija Orešković: Što to imamo slaviti? Trideset godina propadanja,2020-05-30
152,1,NO,NO,NO,NO,1,0,1,5,2402347,https://www.index.hr/clanak.aspx?id=2186737,Jandroković komentirao Dan državnosti i Milanovića,2020-05-30
153,1,NO,NO,NO,NO,1,0,0,4,2402336,https://www.index.hr/clanak.aspx?id=2186727,Milanović Plenkoviću: Kupio si glasove žetonima i sad radiš ovo jer možeš,2020-05-30
154,-1,NO,NO,NO,NO,0,1,0,5,2402367,https://www.index.hr/clanak.aspx?id=2186734,Milanović oštro odgovorio Šeksu,2020-05-30
155,1,NO,NO,NO,NO,1,0,1,5,411058,https://www.24sata.hr/news/milanovicev-potez-skandalozan-ustav-i-zakone-treba-postivati-696237,"Milanovićev potez skandalozan, Ustav i zakone treba poštivati",2020-05-30
156,-1,0,NO,NO,1,1,1,0,6,411081,https://www.24sata.hr/news/penava-kao-neovisni-kandidat-na-listi-domovinskog-pokreta-696228,Penava kao neovisni kandidat na listi Domovinskog pokreta,2020-05-30
157,0,0,NO,NO,1,1,1,0,5,9690265,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/skorin-domovinski-pokret-predstavio-penavu-kao-svog-nezavisnog-kandidata---607367.html,"Penava će biti nezavisni kandidat uz podršku Domovinskog pokreta: ""Složili smo se oko tri ključne točke""",2020-05-30
158,1,NO,NO,NO,NO,1,0,1,4,5596187,https://dnevnik.hr/vijesti/parlamentarni-izbori-2020/andrej-plenkovic-na-mirogoju-o-milanovicevu-bojkotu-dana-drzavnosti---607342.html,"Plenković o Milanovićevom bojkotu Dana državnosti: ""Loše je ako predsjednik tako govori""",2020-05-30
159,1,0,NO,NO,NO,1,0,0,4,3630755,https://dnevnik.hr/vijesti/hrvatska/predsjednik-bojkotirao-proslavu-dana-drzavnosti---607390.html,Ustavnopravni stručnjak o Milanovićevom istupu: ''Njegov osobni stav o datumu Dana državnosti je irelevantan. On se obraća kao predsjednik'',2020-05-30
160,1,NO,NO,NO,NO,1,0,1,4,411392,https://www.24sata.hr/news/zao-mi-je-da-predsjednik-tako-govori-o-kljucnom-datumu-696190,'Žao mi je da predsjednik tako govori o ključnom datumu...',2020-05-30
161,-1,1,NO,NO,NO,1,0,0,5,411397,https://www.24sata.hr/news/bernardic-datumi-blagdana-se-mijenjaju-korupcija-nam-ostaje-696196,"Bernardić: Datumi blagdana se mijenjaju, korupcija nam ostaje",2020-05-30
162,1,NO,NO,NO,NO,1,0,1,3,411084,https://www.24sata.hr/news/isplata-mirovina-prije-tijelova-a-povrat-poreza-12-lipnja-696264,"Isplata mirovina prije Tijelova, povrat poreza kreće 12. lipnja",2020-05-30
163,1,-1,NO,NO,NO,1,0,1,4,411406,https://www.24sata.hr/news/jandrokovic-nadam-se-da-ce-i-milanovic-prihvatiti-ovaj-datum-696197,Jandroković: Nadam se da će i Milanović prihvatiti ovaj datum,2020-05-30
164,-1,NO,NO,NO,NO,1,1,0,5,411280,https://www.24sata.hr/news/milanovic-nije-polozio-vijence-kod-tudmana-ovo-je-iznuda-696173,"Milanović položio vijence, ali Tuđmanov grob je izbjegao",2020-05-30
165,NO,NO,NO,NO,0,0,0,0,2,7047707,https://www.vecernji.hr/showbiz/poznati-lovac-ipak-nece-na-izbore-hrt-ga-odmah-pozvao-na-razgovor-1406101,Poznati lovac ipak neće na izbore! HRT ga odmah pozvao na razgovor,2020-05-29
166,1,NO,NO,NO,NO,0,0,1,5,7883777,https://www.vecernji.hr/vijesti/tko-je-ruzica-njavro-jedna-od-uhicenih-u-velikoj-akciji-pnuskok-a-1406114,Tko je uhićena Ružica Njavro: Bila je važna figura u kampanji Grabar Kitarović,2020-05-29
167,NO,0,NO,NO,NO,1,0,0,3,7064343,https://www.vecernji.hr/vijesti/vrh-sdp-a-ne-odustaje-od-ideje-da-borzan-bude-na-listi-ona-i-dalje-odbija-1405877,"Vrh SDP-a ne odustaje od ideje da Borzan bude na listi, ona i dalje odbija",2020-05-29
168,-1,-1,NO,NO,NO,1,1,0,5,411443,https://www.24sata.hr/news/treba-nam-drzava-izgradena-na-zdravim-temeljima-drustva-696222,'Treba nam država izgrađena na zdravim temeljima društva',2020-05-30
169,-1,NO,NO,NO,NO,1,0,0,5,411117,https://www.24sata.hr/show/zbog-kolega-umjetnika-trebali-bismo-svi-biti-jos-puno-glasniji-696102,'Zbog kolega umjetnika trebali bismo svi biti još puno glasniji',2020-05-30
170,0,0,0,0,0,1,1,0,3,5942063,https://www.vecernji.hr/vijesti/na-jandrokovica-rajko-ostojic-raspudic-hasanbegovic-1405864,"Na Jandrokovića Rajko Ostojić, Raspudić, Hasanbegović....",2020-05-29
171,-1,0,1,1,0,1,1,1,6,7053902,https://www.vecernji.hr/vijesti/domovinski-pokret-o-uhicenjima-ovu-predstavu-treba-uzeti-s-rezervom-1406087,Na uhićenja pljušte reakcije cijele oporbe: 'Ovo je Plenkovićev predizborni trik',2020-05-29
172,1,NO,NO,NO,NO,1,0,0,3,4324405,https://www.vecernji.hr/vijesti/plenkovic-o-istupu-milanovica-ako-nece-izaci-na-izbore-to-je-poruka-za-sefa-sdp-a-1406137,Plenković o istupu Milanovića: Ako neće izaći na izbore to je poruka za šefa SDP-a,2020-05-29
173,1,NO,NO,NO,NO,1,0,1,5,7141986,https://www.vecernji.hr/vijesti/plenkovic-o-uhicenjima-nema-nedodirljivih-i-nasa-poruka-je-jasna-dosta-je-korupcije-1406031,Plenković o uhićenjima: Nema nedodirljivih i naša poruka je jasna: dosta je korupcije,2020-05-29
174,NO,1,NO,NO,NO,0,1,0,4,6008522,https://www.vecernji.hr/zagreb/politicki-performansi-racionalno-ne-prolazi-afere-ne-pale-pa-okrecemo-na-apsurd-1405957,"Politički performansi: Racionalno ne prolazi, afere ne “pale”, pa okrećemo na apsurd",2020-05-29
175,1,-1,NO,NO,NO,1,0,1,7,1862244,https://www.jutarnji.hr/vijesti/hrvatska/pljuste-reakcije-na-uhicenja-oglasio-se-i-plenkovic-nema-nedodirljivih-nasa-poruka-je-jasna-dosta-je-korupcije-10353616,"PLJUŠTE REAKCIJE NA UHIĆENJA, OGLASIO SE I PLENKOVIĆ 'Nema nedodirljivih, naša poruka je jasna - dosta je korupcije!",2020-05-29
176,-1,1,NO,NO,NO,1,0,0,5,1634844,https://www.jutarnji.hr/novac/aktualno/poznata-plaza-nakon-3-godine-dobiva-koncesionara-no-u-cijeloj-prici-ima-mali-problem-10352512,"Poznata plaža nakon 3 godine dobiva koncesionara, no u cijeloj priči ima 'mali' problem...",2020-05-29
177,-1,NO,NO,1,-1,1,0,1,6,1655952,https://www.jutarnji.hr/vijesti/hrvatska/tomasevic-ovo-su-hdz-ova-predizborna-uhicenja-najnoviji-slucaj-samo-je-drvo-u-sumi-korupcije-skoro-ovu-predstavu-treba-uzeti-s-rezervom-10354621,TOMAŠEVIĆ: 'Ovo su HDZ-ova predizborna uhićenja. Najnoviji slučaj samo je drvo u šumi korupcije' ŠKORO 'Ovu predstavu treba uzeti s rezervom',2020-05-29
178,1,NO,-1,NO,NO,0,0,1,4,7858158,https://www.vecernji.hr/vijesti/izmakla-joj-ministarska-fotelja-jer-je-most-stavio-veto-ali-karijeru-je-nastavila-uzlaznim-tempom-1406075,"'Kninska kraljica' učlanila se u HDZ sa 16 godina, sa 25 je postala gradonačelnica",2020-05-29
179,NO,NO,0,NO,0,1,1,0,4,8022224,https://www.vecernji.hr/vijesti/intervju-bozo-petrov-plenkovic-i-bernardic-ne-spavaju-mirno-kad-pomisle-na-svoje-suradnike-1405928,Božo Petrov: Plenković i Bernardić ne spavaju mirno kad pomisle na svoje suradnike,2020-05-29
180,-1,NO,NO,NO,NO,0,0,1,5,1865732,https://www.jutarnji.hr/vijesti/hrvatska/bila-je-kraljica-knina-a-sada-je-uhicena-dok-je-grad-propadao-rimac-se-uzdizala-u-hijerarhiji-stranke-i-bogatila-10354072,"BILA JE 'KRALJICA KNINA', A SADA JE UHIĆENA Dok je grad propadao, Rimac se uzdizala u hijerarhiji stranke i bogatila",2020-05-29
181,1,NO,NO,NO,NO,1,0,0,5,1866566,https://www.jutarnji.hr/vijesti/hrvatska/hdz-pritisce-krsticevica-jos-ga-nagovaraju-da-im-nosi-listu-u-dalmaciji-medu-kandidatima-ce-sigurno-biti-kalmeta-i-dakic-mozda-i-izbaceni-milinovic-10351999,"HDZ PRITIŠĆE KRSTIČEVIĆA Još ga nagovaraju da im nosi listu u Dalmaciji, među kandidatima će sigurno biti Kalmeta i Đakić, možda i izbačeni Milinović!",2020-05-29
