"",HDZ,SDP,MOST,Možemo!,DP,Policy,Ideological,Scandal,Impact,id,url,title,date
437,0,NO,NO,NO,NO,1,0,0,3,12131287,https://www.24sata.hr/news/sklopljena-nova-koalicija-pred-superizbornu-godinu-fokus-i-reformisti-idu-zajedno-u-borbu-945708,Sklopljena nova koalicija pred superizbornu godinu: Fokus i Reformisti idu zajedno u borbu,2023-11-10
438,0,NO,NO,NO,NO,1,0,0,4,12091610,https://www.24sata.hr/news/jakop-je-htio-otici-od-baneta-a-sad-ce-voditi-morh-plenkovic-i-nije-bas-imao-previse-izbora-945980,"Jakop je htio otići od Baneta, a sad će voditi MORH: Plenković i nije baš imao previše izbora",2023-11-11
439,NO,1,0,1,1,0,0,1,5,12090940,https://www.24sata.hr/news/reakcije-politicara-na-nesrecu-koju-je-skrivio-banozic-za-ovo-treba-dobiti-najvecu-kaznu-945959,Reakcije političara na nesreću koju je skrivio Banožić: 'Za ovo treba dobiti najveću kaznu',2023-11-11
440,1,NO,NO,NO,NO,1,0,0,3,12090355,https://www.24sata.hr/news/sto-je-ministar-radio-dan-prije-kobne-nesrece-iz-iloka-je-otisao-u-vinkovce-medved-bio-s-njim-945909,"Što je ministar radio dan prije kobne nesreće? Iz Iloka je otišao u Vinkovce, Medved bio s njim",2023-11-11
441,-1,NO,NO,NO,NO,1,1,0,4,12095343,https://www.24sata.hr/news/desna-oporba-vojsku-na-kljucne-granicne-tocke-lijevi-tvrde-da-migranti-nisu-prijetnja-945440,Desna oporba: Vojsku na ključne granične točke; Lijevi tvrde da migranti nisu prijetnja,2023-11-09
442,NO,NO,NO,NO,NO,0,0,1,3,12092441,https://www.24sata.hr/news/do-plenkovica-dodu-samo-dobre-vijesti-lose-prebacuje-na-druge-945291,"Do Plenkovića dođu samo dobre vijesti, loše prebacuje na druge",2023-11-09
443,-1,-1,NO,NO,NO,0,1,1,5,12085636,https://www.24sata.hr/news/mrak-taritas-pitala-radmana-za-poljubac-na-njegov-odgovor-poludio-grbin-seljacina-945334,"Mrak Taritaš pitala Radmana za poljubac, na njegov odgovor poludio Grbin: 'Seljačina!'",2023-11-09
444,NO,-1,NO,NO,-1,0,1,0,5,12085930,https://www.24sata.hr/news/pupovac-pokazao-fotografiju-iz-1990-godine-nismo-mi-nikakvi-teroristi-tudman-nije-bio-slijep-945500,Pupovac pokazao fotografiju iz 1990. godine: Nismo mi nikakvi teroristi. Tuđman nije bio slijep,2023-11-09
445,-1,0,NO,NO,NO,0,0,1,7,12089582,https://www.24sata.hr/news/ako-postoji-veza-ministarstva-eppo-ce-to-i-dokazati-spokojniji-smo-sto-slucaj-provode-oni-945750,"'Ako postoji veza Ministarstva, EPPO će to i dokazati. Spokojniji smo što slučaj provode oni'",2023-11-10
446,1,NO,NO,-1,NO,1,0,0,5,12095344,https://www.24sata.hr/news/imate-predsjednika-vlade-koji-je-jedan-od-najutjecajnijih-i-najiskusnijih-clanova-eu-vijeca-945330,Imate predsjednika Vlade koji je jedan od najutjecajnijih i najiskusnijih članova EU vijeća,2023-11-08
447,-1,1,0,1,NO,1,0,1,7,12086978,https://www.24sata.hr/news/oporba-hdz-a-uhicenja-na-geodetskom-fakultetu-ukazuju-na-korupcijsku-hobotnicu-945283,Oporba HDZ- a: 'Uhićenja na Geodetskom fakultetu ukazuju na korupcijsku hobotnicu',2023-11-08
448,0,NO,NO,NO,0,1,0,0,4,12084151,https://www.24sata.hr/news/oreskovic-da-su-institucije-neovisne-vi-bi-bili-u-zatvoru-premijer-necete-dobiti-2-glasa-945314,Orešković: 'Bili bi vi u zatvoru da je neovisnosti' premijer: 'Nećete dobiti ni dva glasa',2023-11-08
449,NO,NO,NO,NO,NO,0,0,1,3,12082966,https://www.24sata.hr/news/upisani-seks-i-zlocinac-glavas-srljaju-u-konacni-rat-iza-svega-stoje-ubojstva-grabez-i-izdaja-943960,"’Upišani’ Šeks i zločinac Glavaš srljaju u konačni rat: Iza svega stoje ubojstva, grabež i izdaja",2023-11-08
450,NO,NO,0,NO,NO,1,0,0,3,12095340,https://www.24sata.hr/news/bozinovic-hrvatska-nije-i-nece-biti-hot-spot-za-migrante-97-posto-njih-odlazi-u-druge-zemlje-945476,"Božinović: Hrvatska nije i neće biti 'hot spot' za migrante, 97 posto njih odlazi u druge zemlje",2023-11-09
451,1,NO,NO,NO,NO,1,0,0,4,12074143,https://www.24sata.hr/news/andrej-plenkovic-drugi-plakat-za-vukovar-ce-poslati-vaznu-poruku-sve-ostalo-je-politizacija-944414,"Andrej Plenković: Drugi plakat za Vukovar će poslati važnu poruku, sve ostalo je politizacija",2023-11-04
452,1,NO,NO,NO,NO,1,0,1,5,12077785,https://www.24sata.hr/news/tko-je-dijana-vican-iz-uskok-ove-akcije-oko-nje-se-vodila-bitka-izmedu-hdz-a-i-hns-a-944711,Tko je Dijana Vican iz USKOK-ove akcije? Oko nje se vodila bitka između HDZ-a i HNS-a,2023-11-06
453,-1,1,NO,NO,NO,1,0,0,6,12081703,https://www.24sata.hr/news/grbin-treba-razrijesiti-hrvoj-sipek-zbog-slucaja-agrokor-944953,Grbin: 'Treba razriješiti Hrvoj Šipek zbog slučaja Agrokor',2023-11-07
454,-1,NO,NO,NO,NO,0,1,1,6,12079981,https://www.24sata.hr/news/nije-problem-rimac-nego-hdz-ov-sustav-koji-ju-je-stvorio-944873,"Nije problem Rimac, nego HDZ-ov sustav koji ju je stvorio...",2023-11-07
455,1,NO,NO,NO,NO,1,0,0,4,12081698,https://www.24sata.hr/news/plenkovic-o-vjestacenju-u-agrokoru-na-dorh-u-je-da-objasnjava-neovisni-su-945071,"Plenković o vještačenju u Agrokoru: 'Na DORH-u je da to objašnjava, neovisni su...'",2023-11-07
456,1,NO,NO,NO,1,1,0,0,3,12070348,https://www.24sata.hr/news/plenkovic-o-spornom-plakatu-u-vukovaru-posebno-su-mi-zasmetale-optuzbe-na-medveda-944085,Plenković o spornom plakatu u Vukovaru: Posebno su mi zasmetale optužbe na Medveda,2023-11-02
457,NO,NO,NO,NO,1,1,1,0,6,12072146,https://www.24sata.hr/news/generalski-zbor-nitko-nema-pravo-prisvajati-poginule-heroje-i-bitke-iz-domovinskog-rata-944247,Generalski zbor: Nitko nema pravo prisvajati poginule heroje i bitke iz Domovinskog rata,2023-11-03
458,NO,NO,1,NO,NO,1,0,0,5,12071742,https://www.24sata.hr/news/grmoja-podrzat-cemo-stozer-za-obranu-slavonskog-sela-944204,Grmoja: Podržat ćemo Stožer za obranu slavonskog sela,2023-11-03
459,-1,NO,NO,NO,NO,0,1,1,6,12072383,https://www.24sata.hr/news/ivan-penava-pozvao-tomu-medveda-da-podnese-ostavku-944277,Ivan Penava pozvao Tomu Medveda da podnese ostavku,2023-11-03
460,0,NO,NO,NO,NO,1,1,0,4,12072279,https://www.24sata.hr/news/zoran-milanovic-penavini-stavovi-su-cak-malo-pretjerani-944276,Zoran Milanović: 'Penavini stavovi su čak malo pretjerani',2023-11-03
461,1,0,NO,NO,NO,1,1,0,6,12067053,https://www.24sata.hr/news/huskac-i-manipulator-ivan-penava-o-politiziranju-vukovara-ucio-je-od-najboljih-od-hdz-a-943756,Huškač i manipulator Ivan Penava o politiziranju Vukovara učio je od najboljih. Od HDZ-a,2023-11-01
462,1,-1,NO,NO,NO,1,0,0,3,12067410,https://www.24sata.hr/news/spojili-cijeli-tjedan-zbog-jednog-neradnog-dana-hdz-u-pasu-prazne-klupe-previse-je-pauza-943752,Spojili cijeli tjedan zbog jednog neradnog dana: 'HDZ-u pašu prazne klupe. Previše je pauza',2023-11-01
463,1,NO,NO,NO,NO,1,0,0,4,12070521,https://www.24sata.hr/news/andrej-plenkovic-brani-glasanje-protiv-rezolucije-un-a-o-gazi-nedostaje-najbitnija-stvar-944093,Andrej Plenković brani glasanje protiv rezolucije UN-a o Gazi: 'Nedostaje najbitnija stvar...',2023-11-02
464,1,NO,NO,NO,NO,1,0,1,5,12070269,https://www.24sata.hr/news/nece-izbaciti-dekanica-on-ce-ostati-zupan-ali-i-clan-hdz-a-944066,"Neće izbaciti Dekanića: On će ostati župan, ali i član HDZ-a",2023-11-02
465,0,NO,NO,NO,1,1,1,0,5,12072280,https://www.24sata.hr/news/penava-ostaje-pri-svome-tko-ne-prihvaca-vrijednosti-vukovara-nema-sto-traziti-tu-944023,"Penava ostaje pri svome: 'Tko ne prihvaća vrijednosti Vukovara, nema što tražiti tu'",2023-11-02
466,1,NO,NO,NO,NO,0,0,0,3,12060535,https://www.24sata.hr/news/insajderski-izvjestaj-iz-hdz-a-ima-li-plenki-uopce-covjeka-za-napasti-milanovica-i-pantovcak-942714,Insajderski izvještaj iz HDZ-a: Ima li Plenki uopće čovjeka za napasti Milanovića i Pantovčak,2023-10-29
467,0,NO,0,NO,1,0,1,0,5,12060056,https://www.24sata.hr/news/mlinaric-penava-je-bio-jasan-ne-vidim-problem-stat-cu-ispred-pupovca-da-ne-baci-vijenac-943140,"Mlinarić: Penava je bio jasan, ne vidim problem. Stat ću ispred Pupovca da ne baci vijenac",2023-10-29
468,1,0,-1,NO,NO,1,0,0,3,12062807,https://www.24sata.hr/news/hdz-suvereno-vlada-metkovicem-na-izborima-za-mjesne-odbore-most-dobio-tek-dva-mand-943378,Potop metkovskog Mosta: Na izborima za mjesne odbore HDZ opet osvojio većinu mandata,2023-10-30
469,1,NO,NO,NO,NO,1,0,1,4,12064488,https://www.24sata.hr/news/mario-banozic-clanstvo-damira-dekanica-u-hdz-u-je-zamrznuto-943522,Mario Banožić: Članstvo Damira Dekanića u HDZ-u je zamrznuto,2023-10-31
470,1,NO,NO,NO,NO,1,0,1,6,12096212,https://www.24sata.hr/news/gosti-otvorenog-o-banozicu-i-novom-ministru-anusic-je-tvrd-orah-ima-politicki-legitimitet-946407,Gosti 'Otvorenog' o Banožiću i novom ministru: 'Anušić je tvrd orah. Ima politički legitimitet',2023-11-01
471,NO,NO,NO,NO,NO,0,0,1,3,12058766,https://www.24sata.hr/news/gdje-god-vlada-hdz-porez-ne-ide-gore-plenkovic-je-naredio-svojima-ne-dizi-jer-idu-izbori-942711,"Gdje god vlada HDZ, porez ne ide gore! Plenković je naredio svojima: 'Ne diži jer idu izbori'",2023-10-28
472,NO,NO,NO,NO,1,0,1,1,6,12058339,https://www.24sata.hr/news/glavni-tajnik-dp-a-ograduje-se-od-penave-to-nema-apsolutno-nikakve-veze-sa-strankom-942979,Glavni tajnik DP-a ograđuje se od Penave? 'To nema apsolutno nikakve veze sa strankom...',2023-10-28
473,1,NO,NO,NO,NO,1,0,0,6,12058184,https://www.24sata.hr/news/hdz-odgovorio-penavi-javio-se-i-plenkovic-provocira-on-nema-pravo-privatizirati-dan-sjecanja-942964,"HDZ odgovorio Penavi, javio se i Plenković: Provocira! On nema pravo privatizirati Dan sjećanja",2023-10-28
474,NO,NO,NO,NO,0,0,0,1,3,12060892,https://www.24sata.hr/news/nije-u-redu-izdvajati-bilo-koju-postrojbu-pa-tako-ni-hos-sve-mi-je-to-tuzno-i-neshvatljivo-943190,Nije u redu izdvajati bilo koju postrojbu pa tako ni HOS. Sve mi je to tužno i neshvatljivo,2023-10-29
475,1,NO,NO,NO,-1,1,0,0,5,12060889,https://www.24sata.hr/news/hdz-o-prosvjedu-svinjogojaca-u-vinkovcima-slusajte-znanost-i-struku-a-ne-nadrilijecnike-iz-dp-943218,"HDZ o prosvjedu svinjogojaca u Vinkovcima: 'Slušajte znanost i struku, a ne nadriliječnike iz DP'",2023-10-29
476,0,1,NO,1,-1,1,1,0,5,12055930,https://www.24sata.hr/news/uoci-glasanja-vjetar-rastvorio-prozor-eto-dokaz-da-treba-politicki-provjetriti-sabor-942778,"Uoči glasanja vjetar rastvorio prozor: 'Eto, dokaz da treba politički provjetriti Sabor'",2023-10-27
477,NO,NO,NO,NO,-1,0,1,0,5,12056519,https://www.24sata.hr/news/zajednica-utemeljitelja-hdz-a-gradonacelnik-ivan-penava-ne-razumije-pojam-domoljublja-942831,Zajednica utemeljitelja HDZ-a: 'Gradonačelnik Ivan Penava ne razumije pojam domoljublja',2023-10-27
478,NO,NO,NO,NO,1,0,1,1,6,12058849,https://www.24sata.hr/news/da-su-je-kontaktirali-majka-ne-bi-dala-dozvolu-da-se-jean-michele-koristi-na-tom-plakatu-942980,"'Da su je kontaktirali, majka ne bi dala dozvolu da se Jean Michele koristi na tom plakatu'",2023-10-28
479,NO,NO,NO,1,-1,0,1,1,5,12058340,https://www.24sata.hr/news/i-ove-cemo-godine-ici-na-dunav-odati-pocasti-svim-zrtvama-to-nam-nitko-ne-moze-zabraniti-942986,"'I ove ćemo godine ići na Dunav odati počasti svim žrtvama, to nam nitko ne može zabraniti'",2023-10-28
480,-1,NO,NO,0,-1,0,1,0,6,12058097,https://www.24sata.hr/news/bencic-najavila-bacanje-vijenca-u-dunav-kao-sto-to-radi-i-sdss-penava-nece-moci-ove-godine-942959,"Benčić najavila bacanje vijenca u Dunav, kao što to radi i SDSS. Penava: 'Neće moći ove godine'",2023-10-28
481,NO,-1,NO,NO,-1,0,1,0,5,12056520,https://www.24sata.hr/news/ne-mozemo-penavinu-izjavu-tumaciti-drugacije-nego-kao-razlog-za-ozbiljnu-zabrinutost-942825,Ne možemo Penavinu izjavu tumačiti drugačije nego kao razlog za ozbiljnu zabrinutost,2023-10-27
482,NO,NO,NO,NO,0,0,1,0,4,12056512,https://www.24sata.hr/news/milorad-pupovac-ivan-penava-je-povrijedio-pijetet-vukovara-942836,Milorad Pupovac: 'Ivan Penava je povrijedio pijetet Vukovara',2023-10-27
483,-1,1,1,1,-1,0,1,0,5,12055931,https://www.24sata.hr/news/oporba-zgrozena-penavom-tko-si-ti-da-ces-odredivati-tko-ce-se-i-kako-pokloniti-svim-zrtvama-942763,Oporba zgrožena Penavom: Tko si ti da ćeš određivati tko će se i kako pokloniti svim žrtvama?!,2023-10-27
484,NO,1,-1,-1,0,1,0,0,6,12056511,https://www.24sata.hr/news/oporba-nepravomocna-presuda-nakon-32-godine-ogroman-poraz-pravosuda-942839,Oporba: 'Nepravomoćna presuda nakon 32 godine ogroman poraz pravosuđa',2023-10-27
485,-1,NO,NO,NO,NO,0,1,0,4,12055374,https://www.24sata.hr/news/spicio-je-premijer-oporbi-da-je-destruktivna-a-stranka-u-kojoj-najvise-buja-divljastvo-je-hdz-942641,Spičio je premijer oporbi da je destruktivna. A stranka u kojoj najviše buja divljaštvo je - HDZ,2023-10-27
486,-1,NO,NO,NO,NO,1,0,0,3,12054634,https://www.24sata.hr/news/ovaj-hdz-ovac-ne-zeli-poslusati-stranku-i-premijera-i-dize-porez-na-place-treba-nam-taj-novac-942586,Ovaj HDZ-ovac ne želi poslušati stranku i premijera i diže porez na plaće: Treba nam taj novac,2023-10-26
487,0,NO,NO,1,NO,1,0,1,5,12053260,https://www.24sata.hr/news/plenkovic-je-razapet-izmedu-divljih-svinja-u-zagrebu-i-eutanaziranih-svinja-u-slavoniji-942502,Plenković je razapet između divljih svinja u Zagrebu i eutanaziranih svinja u Slavoniji,2023-10-26
488,NO,NO,0,NO,NO,1,0,0,3,12054340,https://www.24sata.hr/news/plenkovic-ce-u-bruxellesu-razgovarati-s-meloni-i-golobom-o-granicnim-kontrolama-942612,Plenković će u Bruxellesu razgovarati s Meloni i Golobom o graničnim kontrolama,2023-10-26
489,NO,NO,NO,NO,NO,0,0,1,3,12053410,https://www.24sata.hr/news/pljesak-dakle-traje-dok-i-veliki-vode-drze-stranku-na-vlasti-942404,"Pljesak, dakle, traje dok i veliki vođe drže stranku na vlasti",2023-10-26
490,-1,NO,NO,NO,-1,0,1,1,6,12056331,https://www.24sata.hr/news/izjava-penave-je-nedopustiva-u-vukovar-su-svi-dobrodosli-bez-obzira-sto-si-je-netko-umislio-942815,"'Izjava Penave je nedopustiva, u Vukovar su svi dobrodošli bez obzira što si je netko umislio'",2023-10-27
491,-1,NO,NO,NO,NO,1,0,0,5,12054015,https://www.24sata.hr/news/sto-bi-bilo-da-su-branitelji-90-ih-samo-stajali-sa-strane-mi-smo-branili-silovanje-demokracije-942584,Što bi bilo da su branitelji 90-ih samo stajali sa strane? Mi smo branili silovanje demokracije,2023-10-26
492,NO,NO,1,NO,NO,1,0,0,3,12053910,https://www.24sata.hr/news/bencic-i-miletic-traze-lovu-to-je-za-redovne-stranacke-aktivnosti-i-dip-kaze-da-je-sve-zakonito-942574,Benčić i Miletić traže lovu: 'To je za redovne stranačke aktivnosti i DIP kaže da je sve zakonito',2023-10-26
493,1,NO,NO,NO,-1,0,1,0,6,12054542,https://www.24sata.hr/news/hdz-ova-zajednica-branitelja-prozvala-domovinski-pokret-zbog-radikalizacije-drustva-942626,HDZ-ova Zajednica branitelja prozvala Domovinski pokret zbog radikalizacije društva,2023-10-26
494,NO,NO,NO,NO,0,1,0,0,2,12053259,https://www.24sata.hr/news/na-sjednici-su-izglasali-placanje-toplog-obroka-a-dekanic-ga-se-odrekao-u-humanitarne-svrhe-942500,"Na sjednici su izglasali plaćanje toplog obroka, a Dekanić ga se odrekao - u humanitarne svrhe",2023-10-26
495,0,1,NO,NO,NO,1,0,0,4,12053267,https://www.24sata.hr/news/odbor-za-nacionalnu-sigurnost-zarazio-je-od-vlade-izvjesce-o-ilegalnim-migracijama-942506,Odbor za nacionalnu sigurnost zatražio je od Vlade izvješće o ilegalnim migracijama,2023-10-26
496,1,1,1,-1,0,1,0,0,5,12050471,https://www.24sata.hr/news/crobarometar-milanovic-je-najpozitivniji-politicar-76-posto-ljudi-ne-odobrava-rad-vlade-942386,"Crobarometar: Milanović je najpozitivniji političar, 76 posto ljudi ne odobrava rad Vlade",2023-10-25
497,NO,-1,-1,NO,NO,1,0,0,5,12049481,https://www.24sata.hr/news/kritike-na-strazu-alkar-bulj-u-nista-nismo-mi-paradrzava-zar-se-sinj-odcijepio-od-drzave-942319,"Kritike na 'stražu': 'Alkar Bulj u ništa', 'Nismo mi paradržava', 'Zar se Sinj odcijepio od države'",2023-10-25
498,-1,-1,NO,NO,NO,1,0,0,5,12049844,https://www.24sata.hr/news/na-granici-s-bih-zeli-postaviti-sinjsku-strazu-kritike-odbacuje-plenkovic-je-protuustavan-942360,"Na granici s BiH želi postaviti sinjsku stražu, kritike odbacuje: 'Plenković je protuustavan'",2023-10-25
499,-1,NO,-1,NO,NO,0,0,1,3,12049728,https://www.24sata.hr/news/oporba-fotografirala-klupe-vladajucih-i-porucuje-ostecenja-su-od-ranije-jadno-i-smijesno-942339,"Oporba fotografirala klupe vladajućih i poručuje: Oštećenja su od ranije, jadno i smiješno",2023-10-25
500,-1,NO,NO,NO,1,0,1,0,5,12049068,https://www.24sata.hr/news/zestoki-odgovor-dp-a-plenkiju-dok-je-markus-primao-cetnicke-metke-vi-ste-jeli-croissante-942269,"Žestoki odgovor DP-a Plenkiju: Dok je Markuš primao četničke metke, vi ste jeli croissante!",2023-10-25
501,1,NO,NO,NO,NO,0,0,0,2,12046344,https://www.24sata.hr/news/hdz-kad-ne-lupetaju-lupaju-to-je-sve-sto-oni-mogu-i-znaju-ponuditi-hrvatskim-gradanima-942065,HDZ: 'Kad ne lupetaju - lupaju. To je sve što oni mogu i znaju ponuditi hrvatskim građanima',2023-10-24
502,NO,-1,-1,NO,NO,0,1,1,6,12046231,https://www.24sata.hr/news/poruke-mire-bulja-o-samozastiti-i-obrani-nezasticenog-naroda-od-migranata-krive-su-i-opasne-942040,Poruke Mire Bulja o samozaštiti i obrani 'nezaštićenog naroda' od migranata krive su i opasne,2023-10-24
503,1,-1,NO,NO,NO,1,0,0,5,12045952,https://www.24sata.hr/news/premijer-stize-u-sabor-podnosi-godisnje-izvjesce-o-stanju-nacije-942009,"Premijer podnosi godišnje izvješće o stanju nacije, oporba: 'Sad će nam prezentirati bajku'",2023-10-24
504,NO,NO,NO,NO,NO,0,0,1,4,12047672,https://www.24sata.hr/news/video-razotkrivanje-plenkijeva-govora-oporba-ga-izlupala-a-on-ih-kasnije-prozvao-loncarima-942157,"VIDEO Razotkrivanje Plenkijeva govora: Oporba ga 'izlupala', a on ih kasnije prozvao lončarima",2023-10-24
505,1,NO,NO,NO,NO,1,0,0,5,12049361,https://www.24sata.hr/news/andrej-plenkovic-priznaje-dvije-hrvatske-onu-koja-mu-poslusno-pljesce-i-onu-s-kojom-se-svada-942284,Andrej Plenković priznaje dvije Hrvatske: onu koja mu poslušno plješće i onu s kojom se svađa,2023-10-25
506,NO,0,NO,NO,NO,0,1,0,3,12043729,https://www.24sata.hr/news/tajna-titova-prstena-koji-je-mogao-ubiti-covjeka-kupio-ga-je-kad-se-spasio-smrtne-kazne-941796,Tajna Titova prstena koji je mogao ubiti čovjeka: Kupio ga je kad se spasio smrtne kazne,2023-10-23
507,NO,NO,NO,NO,NO,0,0,1,3,12044796,https://www.24sata.hr/news/vodic-za-prirez-po-gradovima-evo-koliko-bi-mogle-rasti-place-941913,Vodič za prirez po gradovima: Evo koliko bi mogle rasti plaće,2023-10-23
508,-1,1,1,1,NO,0,1,1,6,12046923,https://www.24sata.hr/news/metaforicki-smo-plenkovicu-i-hdz-u-pokazali-srednji-prst-presli-su-svaku-mjeru-bahatosti-942128,Metaforički smo Plenkoviću i HDZ-u pokazali srednji prst. Prešli su svaku mjeru bahatosti,2023-10-24
509,1,-1,NO,NO,1,1,0,0,4,12046796,https://www.24sata.hr/news/to-su-primitivci-divljaci-budi-ih-mrznja-nakon-ovog-ocekujem-apsolutnu-pobjedu-na-izborima-942116,"'To su primitivci, divljaci, budi ih mržnja. Nakon ovog očekujem apsolutnu pobjedu na izborima'",2023-10-24
510,1,NO,NO,NO,NO,1,0,0,2,12047295,https://www.24sata.hr/news/dok-su-svi-pljeskali-frka-petesic-ovako-je-reagirao-u-vladi-kazu-da-je-razlog-opara-s-knjigom-942156,"Dok su svi pljeskali, Frka Petešić ovako je reagirao. U Vladi kažu da je razlog Opara s knjigom",2023-10-24
511,0,NO,NO,NO,NO,0,0,0,3,12040725,https://www.24sata.hr/news/svinjska-urota-ljulja-plenkija-bez-glasova-slavonije-hdz-bi-mogao-kleknuti-na-izborima-940992,Svinjska urota ljulja Plenkija: Bez glasova Slavonije HDZ bi mogao kleknuti na izborima,2023-10-21
512,1,NO,NO,NO,NO,0,1,0,4,12041259,https://www.24sata.hr/news/ekskluzivna-analiza-relkovica-milanovic-treba-pobjedu-hdz-a-plenkiju-je-spas-bitka-na-ljevici-940991,"Ekskluzivna analiza Relkovića: Milanović treba pobjedu HDZ-a, Plenkiju je spas bitka na ljevici",2023-10-22
513,-1,1,NO,NO,NO,1,0,0,5,12041588,https://www.24sata.hr/news/grbin-vlast-koja-pomaze-samo-sebi-nije-u-interesu-gradana-u-govoru-spominjao-i-dinamo-941622,Grbin: 'Vlast koja pomaže samo sebi nije u interesu građana...' U govoru spominjao i Dinamo...,2023-10-22
514,NO,NO,1,NO,NO,0,0,0,2,12044616,https://www.24sata.hr/news/bulj-u-sinju-organizira-seoske-straze-za-samozastitu-gradana-941886,Bulj u Sinju organizira seoske straže za samozaštitu građana,2023-10-23
515,NO,NO,0,NO,NO,1,0,0,3,12043848,https://www.24sata.hr/news/plenkovic-u-utorak-u-saboru-govorit-ce-o-stanju-svoje-vlade-941821,Plenković u utorak u Saboru: Govorit će o stanju svoje Vlade,2023-10-23
516,-1,0,NO,NO,NO,1,1,0,4,12032927,https://www.24sata.hr/news/mostovci-o-temi-migranata-teroristi-nam-ulaze-u-zemlju-lijevi-zgrozeni-ksenofobi-941323,"Mostovci o temi migranata: 'Teroristi nam ulaze u zemlju', lijevi zgroženi: 'Ksenofobi!'",2023-10-20
517,-1,NO,NO,-1,NO,1,0,0,5,12033148,https://www.24sata.hr/news/opet-izglasali-zakon-o-izbornim-jedinicama-oporba-se-nije-ukljucila-protuustavan-je-941338,"Opet izglasali Zakon o izbornim jedinicama, oporba se nije uključila: 'Protuustavan je'",2023-10-20
518,NO,NO,1,NO,NO,1,1,0,4,12032264,https://www.24sata.hr/news/zekanovic-zapad-nije-ugrozen-ilegalnim-migracijama-nego-odustajanjem-od-radanja-941273,Zekanović: Zapad nije ugrožen ilegalnim migracijama nego odustajanjem od rađanja,2023-10-20
519,NO,1,NO,NO,NO,1,0,0,3,12039119,https://www.24sata.hr/news/hrvatska-bi-trebala-prihvatiti-pomoc-u-nadzoru-granice-941485,Hrvatska bi trebala prihvatiti pomoć u nadzoru granice...,2023-10-21
520,NO,NO,NO,NO,NO,0,0,1,3,12037483,https://www.24sata.hr/news/jelic-zeli-biti-alternativa-hdz-u-a-ne-razumije-sukob-interesa-941427,"Jelić želi biti alternativa HDZ-u, a ne razumije sukob interesa",2023-10-21
521,NO,NO,NO,-1,NO,1,0,0,3,12029807,https://www.24sata.hr/news/pula-i-gradonacelnik-napali-su-mozemo-ne-zabranjujemo-toples-oni-nisu-navikli-na-rad-941068,Pula i gradonačelnik napali su Možemo!: 'Ne zabranjujemo toples. Oni nisu navikli na rad',2023-10-19
522,-1,NO,NO,NO,NO,1,0,0,5,12029812,https://www.24sata.hr/news/puljak-hdz-nije-pripremio-slavonce-na-svinjsku-kugu-a-nema-ni-plan-za-suzbijanje-941079,"Puljak: HDZ nije pripremio Slavonce na svinjsku kugu, a nema ni plan za suzbijanje",2023-10-19
523,1,0,NO,NO,0,1,0,0,5,12038403,https://www.24sata.hr/news/zupan-anusic-osjecki-pozar-mogao-je-dovesti-do-eksplozije-i-evakuacije-cijelog-grada-941105,Župan Anušić: 'Osječki požar mogao je dovesti do eksplozije i evakuacije cijelog grada...',2023-10-19
524,-1,NO,1,NO,NO,1,1,0,5,12032401,https://www.24sata.hr/news/jedan-odbor-pobija-drugi-hdz-i-vladajuci-ne-zele-raspravu-o-ilegalnim-migrantima-sramota-941277,"Jedan Odbor pobija drugi: 'HDZ i vladajući ne žele raspravu o ilegalnim migrantima, sramota'",2023-10-20
525,-1,NO,1,-1,NO,0,1,0,4,12032545,https://www.24sata.hr/news/mostov-miletic-s-placom-vecom-od-2000-eur-zica-pristase-novac-hvali-se-da-je-vec-dobio-3548-eur-941285,"Mostov Miletić, s plaćom većom od 2000 €, žica pristaše novac. Hvali se da je već dobio 3548 €",2023-10-20
526,0,0,-1,0,0,0,1,0,3,12027018,https://www.24sata.hr/news/uvijek-djeverusa-ali-nikad-nevjesta-damir-vandelic-je-nasao-novunu-zrtvu-za-pregovore-940778,"Uvijek djeveruša, ali nikad nevjesta. Damir Vanđelić je našao novu žrtvu za pregovore",2023-10-18
527,-1,NO,1,NO,1,1,1,0,5,12043851,https://www.24sata.hr/news/s-prvom-jesenjom-kisom-pao-je-i-najveci-plenkovicev-uspjeh-kojim-se-hvali-schengen-941109,"'S prvom jesenjom kišom, pao je i najveći Plenkovićev uspjeh kojim se hvali - Schengen'",2023-10-19
528,1,NO,NO,NO,NO,1,0,0,5,12032266,https://www.24sata.hr/news/butkovic-hrvatska-je-danas-puno-bolja-zemlja-nego-2016-941067,Butković: 'Hrvatska je danas puno bolja zemlja nego 2016.',2023-10-19
529,NO,NO,NO,-1,NO,1,0,0,3,12105886,https://www.24sata.hr/news/filip-zoricic-pula-ne-zabranjuje-toples-niti-dolazak-na-plazu-941126,"Filip Zoričić: 'Pula ne zabranjuje toples, niti dolazak na plažu'",2023-10-19
530,1,NO,-1,NO,NO,1,0,0,4,12029958,https://www.24sata.hr/news/jandrokovic-tvrdnje-mosta-o-odgovornosti-hrvatske-za-pad-sengena-su-najobicnija-glupost-941097,Jandroković: Tvrdnje Mosta o odgovornosti Hrvatske za 'pad šengena' su najobičnija glupost,2023-10-19
