HDZ,SDP,MOST,Možemo!,DP,Policy,Ideological,Scandal,Impact,id,url,title,date
0,NO,NO,NO,1,1,0,0,4,12796593,https://www.24sata.hr/news/dp-u-osijeku-bit-cemo-najvece-iznenadenje-necemo-izdati-ono-sto-smo-govorili-prije-izbora-974716,"DP u Osijeku: 'Bit ćemo najveće iznenađenje, nećemo izdati ono što smo govorili prije izbora...'",2024-04-03
-1,NO,NO,NO,NO,1,0,1,6,12806458,https://www.24sata.hr/news/hdz-o-oglasima-iz-poljske-mi-postujemo-zakon-google-je-greskom-naveo-pravo-i-pravdu-974712,"HDZ o oglasima iz Poljske: 'Mi poštujemo zakon, Google je greškom naveo Pravo i pravdu'",2024-04-03
1,0,1,1,NO,1,0,0,5,12809076,https://www.24sata.hr/news/hdz-sdp-mozemo-i-most-su-za-ogranicenje-broja-mandata-u-zdravstvu-to-je-potrebno-974727,"HDZ, SDP, Možemo! i Most su za ograničenje broja mandata u zdravstvu: 'To je potrebno'",2024-04-03
0,NO,NO,1,NO,1,0,0,4,12788482,https://www.24sata.hr/news/hdz-pronatalitetna-politika-nam-je-najvaznija-stranka-direkt-podrzala-mozemo-974579,HDZ: Pronatalitetna politika nam je najvažnija. Stranka Direkt podržala Možemo,2024-04-03
-1,-1,NO,NO,-1,1,1,0,5,12778525,https://www.vecernji.hr/vijesti/mazar-u-gradu-imamo-sukobe-djece-prosvjede-roditelja-cudne-projekte-kao-i-rekordno-smanjivanje-proracuna-1758409,"Mažar: U gradu imamo sukobe djece, prosvjede roditelja, čudne projekte, kao i rekordno smanjivanje proračuna...",2024-04-02
NO,1,NO,NO,NO,1,0,0,5,12772704,https://www.vecernji.hr/vijesti/milanovic-objavio-novu-fotografiju-na-fejsu-ima-i-novi-slogan-1758606,"Milanović objavio novu fotografiju na Fejsu, ima i novi slogan",2024-04-02
-1,1,0,0,-1,1,0,0,6,12778233,https://www.vecernji.hr/vijesti/lijeva-koprivnica-rusi-plan-hdz-a-dakicu-visi-mandat-1758460,"’Lijeva’ Koprivnica ruši plan HDZ-a, Đakiću ‘visi’ mandat",2024-04-02
1,NO,NO,NO,NO,1,0,0,3,12790160,https://www.24sata.hr/news/plenkovic-u-politickoj-utakmici-vidimo-zadnjih-godina-da-se-razina-civiliziranost-spustila-974611,"Andrej Plenković: 'Anja Šimpraga je rođena 1987., jesmo mi radi toga izdajnici?'",2024-04-03
-1,NO,NO,NO,NO,0,0,1,4,12809070,https://www.24sata.hr/news/ante-sanader-ponizio-kolegicu-pa-se-oglasio-moj-komentar-se-izvlaci-iz-konteksta-zao-mi-je-974751,Ante Sanader ponizio kolegicu pa se oglasio: 'Moj komentar se izvlači iz konteksta. Žao mi je',2024-04-03
-1,NO,1,NO,-1,1,1,1,5,12774235,https://www.jutarnji.hr/vijesti/hrvatska/osnovat-cemo-povjerenstvo-koje-ce-istraziti-mega-pljacku-za-vrijeme-covida-15445659,‘Osnovat ćemo Povjerenstvo koje će istražiti mega pljačku za vrijeme Covida‘,2024-04-02
-1,NO,NO,1,-1,1,1,0,6,12780989,https://www.jutarnji.hr/vijesti/hrvatska/plenkovicu-je-zastupljenost-zena-na-listama-reduntantno-pitanje-on-ce-nakon-izbora-postati-redundantan-15445865,‘Plenkoviću je zastupljenost žena na listama reduntantno pitanje? On će nakon izbora postati redundantan‘,2024-04-02
1,NO,NO,NO,NO,1,0,0,4,12781596,https://www.jutarnji.hr/vijesti/hrvatska/pronatalitetna-politika-nam-je-medu-najvaznijima-drzimo-se-svojih-tradicionalnih-vrijednosti-15445883,"‘Pronatalitetna politika nam je među najvažnijima, držimo se svojih tradicionalnih vrijednosti‘",2024-04-02
1,NO,NO,NO,NO,1,0,0,4,12778528,https://www.vecernji.hr/vijesti/anusic-vidjet-cete-da-su-milanovicevi-rezultati-mizerni-u-odnosu-na-nase-1758587,Anušić: 'Vidjet ćete da su Milanovićevi rezultati mizerni u odnosu na naše',2024-04-02
NO,NO,NO,NO,1,1,0,0,4,12778644,https://www.vecernji.hr/vijesti/domovinski-pokret-kampanju-zapocinje-na-krajnjem-istoku-a-zavrsava-na-krajnjem-jugu-hrvatske-1758607,"Domovinski pokret kampanju započinje na krajnjem istoku, a završava na krajnjem jugu Hrvatske",2024-04-02
1,NO,NO,NO,NO,1,0,0,4,12779696,https://www.jutarnji.hr/vijesti/hrvatska/tomo-medved-u-karlovcu-nasa-izborna-pobjeda-bit-ce-cista-poput-korane-15445849,Tomo Medved u Karlovcu: ‘Naša izborna pobjeda bit će čista poput Korane‘,2024-04-02
NO,NO,1,NO,-1,0,0,0,4,12770873,https://www.jutarnji.hr/vijesti/hrvatska/sef-zupanijske-organizacije-dp-a-dao-ostavku-i-podrzao-most-to-sam-napravio-zbog-sincica-15445738,Šef županijske organizacije DP-a dao ostavku i podržao Most: ‘To sam napravio zbog Sinčića!‘,2024-04-02
0,0,0,0,0,1,1,0,3,12779752,https://www.jutarnji.hr/globus/politika/sestorica-uglednih-intelektualaca-analiziraju-kako-su-se-granice-izmedu-ideologija-izgubile-u-kampanji-15445843,Šestorica uglednih intelektualaca analiziraju: Kako su se granice između ideologija izgubile u kampanji?,2024-04-02
0,-1,0,NO,NO,1,1,0,4,12781046,https://www.jutarnji.hr/vijesti/hrvatska/da-parafraziram-aristotela-drag-mi-je-milanovic-ali-drazi-mi-je-ustav-15445837,"‘Da parafraziram Aristotela, drag mi je Milanović, ali draži mi je Ustav...‘",2024-04-02
1,NO,NO,NO,NO,1,0,0,4,12777890,https://www.jutarnji.hr/vijesti/hrvatska/nemam-se-s-kim-suceljavati-krsitelj-ustava-je-pokazao-da-je-politicka-kukavica-nece-jos-dugo-biti-predsjednik-15445809,"‘Nemam se s kim sučeljavati. Kršitelj ustava je pokazao da je politička kukavica, neće još dugo biti predsjednik‘",2024-04-02
0,NO,NO,NO,NO,0,1,0,2,12770719,https://www.jutarnji.hr/vijesti/hrvatska/milanovic-je-promijenio-fotografiju-na-facebooku-izgleda-da-se-novom-parolom-referira-na-hdz-ov-slogan-15445741,"Milanović je promijenio fotografiju na Facebooku, izgleda da se novom parolom referira na HDZ-ov slogan",2024-04-02
-1,NO,NO,NO,1,1,1,0,6,12774459,https://www.jutarnji.hr/vijesti/hrvatska/mlinaric-dp-hdz-i-sdp-potjerali-su-vise-mladih-nego-cetnici-u-domovinskom-ratu-15445682,Mlinarić (DP): ‘HDZ i SDP potjerali su više mladih nego četnici u Domovinskom ratu‘,2024-04-02
-1,NO,NO,1,NO,1,0,0,3,12770733,https://www.jutarnji.hr/vijesti/hrvatska/novi-incident-na-predstavljanju-liste-mozemo-muskarac-galamio-i-pocastio-ih-vulgarnim-povicima-15445732,"Novi incident na predstavljanju liste Možemo!, muškarac galamio i ‘počastio‘ ih vulgarnim povicima",2024-04-02
1,0,NO,NO,0,1,1,0,6,12774079,https://www.jutarnji.hr/vijesti/hrvatska/politolog-ustavni-sud-bi-se-morao-odvaziti-na-vrlo-hrabar-potez-i-ponistiti-odluku-o-raspisivanju-izbora-15445574,Politolog: Ustavni sud bi se morao odvažiti na vrlo hrabar potez i poništiti odluku o raspisivanju izbora,2024-04-02
0,NO,NO,NO,NO,0,0,0,2,12778552,https://www.jutarnji.hr/vijesti/hrvatska/poznati-hrvatski-dizajneri-zgrozeni-plakatima-milanovica-i-plenkovica-pa-jeste-li-vidjeli-bijelo-polje-15445823,Poznati hrvatski dizajneri zgroženi plakatima Milanovića i Plenkovića: ‘Pa jeste li vidjeli bijelo polje?‘,2024-04-02
-1,NO,NO,1,-1,1,0,0,4,12781029,https://www.index.hr/vijesti/clanak/stranka-direkt-podrzala-mozemo-bencic-nakon-izbora-plenkovic-ce-postati-redundantan/2553057.aspx,Stranka Direkt podržala Možemo. Benčić: Nakon izbora Plenković će postati redundantan,2024-04-02
-1,-1,NO,NO,1,1,0,0,5,12773353,https://www.index.hr/vijesti/clanak/mlinaric-iz-dpa-hdz-i-sdp-potjerali-vise-mladih-nego-cetnici-u-ratu/2552912.aspx,Ćipe iz DP-a: U Moskvi četvorica ubiju 140 ljudi. Treba li to nama?,2024-04-02
1,NO,NO,NO,NO,1,0,0,5,12771309,https://www.jutarnji.hr/vijesti/hrvatska/hdz-odgovorio-milanovicu-oko-rafalea-a-nije-se-bunio-dok-su-ruski-mig-ovi-letjeli-iznad-zagreba-15445709,HDZ odgovorio Milanoviću oko Rafalea: ‘A nije se bunio dok su ruski MiG-ovi letjeli iznad Zagreba...‘,2024-04-02
-1,NO,NO,NO,NO,1,0,0,4,12776545,https://www.jutarnji.hr/vijesti/hrvatska/istaknuti-hdz-ovac-rojs-je-prakticki-izbacen-iz-stranke-moguce-je-da-je-on-zapravo-milanovicev-igrac-15445796,"Istaknuti HDZ-ovac: ‘Rojs je praktički izbačen iz stranke, moguće je da je on zapravo Milanovićev igrač‘",2024-04-02
NO,NO,NO,NO,NO,1,0,0,3,12782083,https://www.jutarnji.hr/vijesti/hrvatska/milanovic-je-na-plitvicama-pokazao-kakvu-hrvatsku-zeli-15445908,Milanović je na Plitvicama pokazao kakvu Hrvatsku želi,2024-04-02
1,NO,NO,NO,NO,1,0,0,4,12773361,https://www.index.hr/vijesti/clanak/hdzov-zupan-najavio-obnovu-zgrada-u-udbini-ostecenih-u-domovinskom-ratu/2552948.aspx,HDZ-ov župan u Udbini najavio obnovu zgrada oštećenih u Domovinskom ratu,2024-04-02
1,NO,NO,NO,NO,0,0,0,3,12776569,https://www.index.hr/vijesti/clanak/hdzovac-cesic-rojs-izbacen-iz-hdza-moguce-je-da-je-milanovicev-igrac/2553004.aspx,"HDZ-ovac: Ćesić Rojs izbačen iz HDZ-a, moguće je da je Milanovićev igrač",2024-04-02
1,NO,NO,NO,NO,1,0,0,4,12778614,https://www.index.hr/vijesti/clanak/medved-nasa-izborna-pobjeda-bit-ce-cista-poput-korane/2553033.aspx,Medved: Naša izborna pobjeda bit će čista poput Korane,2024-04-02
1,-1,0,1,0,1,1,0,5,12769081,https://www.index.hr/vijesti/clanak/oporba-bez-milanovica-nije-imala-sanse-mozemo-je-napravio-odlican-potez/2552832.aspx,Oporba bez Milanovića nije imala šanse. Možemo je napravio odličan potez,2024-04-02
1,-1,NO,-1,NO,1,0,0,5,12777901,https://www.index.hr/vijesti/clanak/plenkovic-se-obratio-javnosti-milanovic-ne-moze-biti-premijer/2553011.aspx,Plenković se obratio javnosti: Milanović ne može biti premijer,2024-04-02
-1,1,NO,NO,NO,1,0,0,5,12773702,https://dnevnik.hr/vijesti/hrvatska/grbin-nasa-obaveza-je-promijeniti-katastrofalnu-vlast---841097.html,"Rijeke pravde u Rijeci bez Riječana? Grbin: ""Smatrali smo da tako treba izgledati pobjednička lista""",2024-04-02
1,0,0,NO,NO,1,0,0,3,12789235,https://dnevnik.hr/vijesti/hrvatska/tko-su-bili-dosadasnji-hrvatski-premijeri---841131.html,Svi hrvatski premijeri: Znate li tko su sve bili predsjednici Vlade?,2024-04-02
1,NO,0,0,NO,1,1,1,5,12769302,https://dnevnik.hr/vijesti/hrvatska/demontaza-sabine-tandare-knezovic---841030.html,"Žestoka svađa Piletića i Benčić: ""Molim?! Ovo je nevjerojatno. Ja znam da vi kradete, ali da tako bezočno lažete...""",2024-04-02
1,NO,NO,NO,NO,1,0,0,3,12773334,https://www.index.hr/vijesti/clanak/anusic-milanovicevi-rezultati-su-mizerni/2552927.aspx,Anušić: Volio bih da je Milanović dao ostavku,2024-04-02
1,NO,NO,NO,NO,1,0,0,4,12781026,https://www.index.hr/vijesti/clanak/hdz-u-zadru-pronatalitetna-politika-nam-je-medju-najvaznijima/2553067.aspx,HDZ u Zadru: Pronatalitetna politika nam je među najvažnijima,2024-04-02
1,NO,NO,NO,NO,1,0,0,5,12778181,https://www.24sata.hr/news/video-andrej-plenkovic-zoran-milanovic-ne-moze-biti-premijer-to-je-smijurija-on-je-nebitan-974515,Plenković: 'Kršitelj Ustava imao je šansu dati ostavku. Pokazao se političkom kukavicom...',2024-04-02
-1,NO,1,NO,0,1,0,0,5,12809889,https://www.24sata.hr/news/raspudic-vrijeme-je-da-se-istrazi-na-temelju-cega-su-uveli-covid-potvrde-usred-pandemije-974423,Raspudić: Vrijeme je da se istraži na temelju čega su uveli Covid potvrde usred pandemije,2024-04-02
NO,NO,NO,1,NO,1,0,0,4,12792397,https://www.24sata.hr/news/sandra-bencic-ustavnom-sudu-porucila-neka-sada-kazu-sto-ne-valja-ili-neka-sute-zauvijek-974419,Sandra Benčić Ustavnom sudu poručila: 'Neka sada kažu što ne valja ili neka šute zauvijek',2024-04-02
1,NO,NO,NO,NO,1,0,0,5,12792401,https://www.24sata.hr/news/stricak-predstavio-program-za-sve-izazove-morate-imati-tim-koji-ce-uspjesno-provoditi-sve-974421,Stričak predstavio program 'Za sve izazove': 'Morate imati tim koji će uspješno provoditi sve',2024-04-02
1,NO,NO,NO,NO,1,0,0,4,12769041,https://dnevnik.hr/vijesti/hrvatska/ivan-anusic-kazao-da-je-milanovic-donosio-odluke-na-stetu-slavonije---841098.html,"Ministar se obrušio na Milanovića: ""Donosio je odluke koje su išle na štetu Slavonije i cijele Hrvatske""",2024-04-02
NO,NO,NO,NO,1,1,0,0,4,12815120,https://www.24sata.hr/news/domovinski-pokret-iz-iloka-ide-u-kampanju-fokusirat-cemo-se-i-na-ruralni-kraj-o-kojem-ne-brinu-974445,Domovinski pokret iz Iloka ide u kampanju: Fokusirat ćemo se i na ruralni kraj o kojem ne brinu,2024-04-02
1,-1,NO,NO,NO,1,0,0,4,12870651,https://www.24sata.hr/news/ivan-anusic-ocekujem-osam-mandata-u-4-izbornoj-jedinici-974460,Ivan Anušić: Očekujem osam mandata u 4. izbornoj jedinici,2024-04-02
1,NO,NO,NO,NO,1,0,0,4,12792394,https://www.24sata.hr/news/jandrokovic-osigurat-cemo-mjesto-u-vrticu-za-svako-dijete-974452,Jandroković: Osigurat ćemo mjesto u vrtiću za svako dijete,2024-04-02
1,NO,NO,NO,NO,1,0,0,3,12770948,https://www.24sata.hr/news/ostala-su-dva-tjedna-do-izbora-sluzbeno-je-pocela-kampanja-974346,"Kampanja u punom jeku, stranke predstavljaju programe. Milanović otkrio svoj slogan?",2024-04-02
-1,-1,NO,NO,1,1,1,0,5,12770658,https://www.24sata.hr/news/mlinaric-hdz-i-sdp-su-potjerali-vise-mladih-nego-cetnici-u-ratu-974448,Mlinarić: HDZ i SDP su potjerali više mladih nego četnici u ratu,2024-04-02
0,0,NO,NO,NO,0,0,0,2,12792403,https://www.24sata.hr/news/reklamna-koalicija-u-trogiru-na-istom-oglasnom-panou-osvanuli-plakati-hdz-a-i-sdp-a-974239,Reklamna koalicija u Trogiru: Na istom oglasnom panou osvanuli plakati HDZ-a i SDP-a,2024-04-01
-1,NO,NO,NO,NO,1,1,0,5,12773512,https://dnevnik.hr/vijesti/hrvatska/tradicija-je-ziva-milanovic-je-pucao-iz-kubure-hoce-li-skakati-oko-vuzmice---840911.html,Milanović: ''Neću još dugo biti predsjednik...'',2024-04-01
1,NO,NO,NO,1,1,0,0,5,12771655,https://www.jutarnji.hr/vijesti/hrvatska/milanovic-je-neozbiljan-ispao-s-pricom-o-socijalnoj-pomoci-pa-znate-li-koliko-migranti-dobiju-mjesecno-kod-nas-15445512,‘Milanović je neozbiljan ispao s pričom o socijalnoj pomoći. Pa znate li koliko migranti dobiju mjesečno kod nas?,2024-04-01
0,NO,NO,NO,NO,1,1,0,5,12779041,https://www.vecernji.hr/vijesti/milanovic-u-gradecu-ustavni-sud-je-politicka-furda-necu-jos-dugo-biti-predsjednik-bit-cu-premijer-1758376,"Milanović: 'Ustavni sud je politička furda, neću još dugo biti predsjednik, bit ću premijer'",2024-04-01
1,NO,NO,NO,NO,1,0,0,4,12779341,https://www.vecernji.hr/vijesti/na-danasnji-dan-hrvatska-je-postala-clanica-nato-a-dokument-predala-zena-koja-ce-kasnije-postati-predsjednica-1758210,Na današnji dan Hrvatska je postala članica NATO-a: Dokument predala žena koja će kasnije postati predsjednica,2024-04-01
NO,1,NO,NO,NO,0,1,0,4,12774087,https://dnevnik.hr/vijesti/hrvatska/izjava-zorana-milanovica-na-plitvicama---840828.html,"Milanović: ""Upozorenje Ustavnog suda je patvorina političkih olupina. Ono je za mene kao ova bukva""",2024-03-31
0,0,NO,NO,NO,0,1,1,5,12840501,https://dev4.index.hr/vijesti/clanak/govorio-je-da-hrvatska-ne-moze-biti-samostalna-sad-je-jedan-od-najmocnijih-hdzovaca/2551332.aspx,Govorio je da Hrvatska ne može biti samostalna. Sad je jedan od najmoćnijih HDZ-ovaca,2024-03-31
NO,1,NO,NO,NO,0,1,0,4,12840855,https://dev4.index.hr/vijesti/clanak/milanovic-ako-ustavni-sud-ponisti-izbore-to-je-drzavni-udar/2552393.aspx,"Milanović: Ako Ustavni sud poništi izbore, to je državni udar",2024-03-31
-1,NO,NO,1,-1,0,1,1,6,12792391,https://www.24sata.hr/news/mozemo-upozorava-brat-olega-butkovica-je-za-jako-niske-pare-kupio-parcelu-uz-more-974264,Možemo! upozorava: 'Brat Olega Butkovića je za jako niske pare kupio parcelu uz more',2024-04-01
1,NO,NO,NO,NO,0,1,0,3,12772964,https://www.24sata.hr/news/predizborne-igre-s-tudmanovim-likom-nevenka-kod-plenkija-a-stjepan-u-domovinski-pokret-973947,"Predizborne igre s Tuđmanovim likom! Nevenka kod Plenkija, a Stjepan u Domovinski pokret...",2024-04-01
1,NO,NO,NO,NO,1,0,0,2,12780219,https://www.vecernji.hr/vijesti/donosimo-veliki-vodic-kroz-eu-izbore-ovo-su-najvaznije-informacije-koje-morate-znati-1751115,Donosimo veliki vodič kroz EU izbore. Ovo su najvažnije informacije koje morate znati,2024-03-30
1,0,0,1,0,1,0,0,3,12780224,https://www.vecernji.hr/vijesti/danas-istjece-rok-za-kandidature-24-stranke-ce-predati-izborne-liste-1757688,"Istekao rok za predaju lista: Prijavu podnijeli HDZ, Možemo... Na izbore žele i Pernar i Ava Karabatić",2024-03-30
NO,-1,NO,NO,NO,0,1,0,5,12855407,https://www.24sata.hr/news/milanovic-s-plitvica-porucio-upozorenje-ustavnog-suda-je-patvorina-politickih-olupina-974096,Milanović s Plitvica poručio: Upozorenje Ustavnog suda je patvorina političkih olupina!,2024-03-31
-1,NO,NO,NO,NO,0,1,0,4,12824630,https://www.24sata.hr/news/rojs-milanovica-za-premijera-milanovic-general-lucic-je-uskrsni-zeko-kao-pomeranac-974136,"Rojs: Milanovića za premijera; Milanović: General Lucić je uskrsni zeko, kao pomeranac...",2024-03-31
1,0,NO,NO,NO,0,0,0,2,12809072,https://www.24sata.hr/news/superbrend-sanader-lolek-i-bolek-suzana-i-gladijatori-ovo-su-najbizarnije-izjave-2000-tih-972256,"Superbrend Sanader, Lolek i Bolek, Suzana i gladijatori: Ovo su najbizarnije izjave 2000-tih",2024-03-31
-1,0,NO,NO,-1,1,0,0,5,12774399,https://dnevnik.hr/vijesti/hrvatska/milanovic-po-dip-u-ovo-sto-su-sada-objavili-je-komicno-ti-uzurpatori-ne-mogu-nista---840792.html,"Milanović po DIP-u: ""Ovo što su sada objavili je komično""",2024-03-30
-1,1,NO,NO,NO,1,0,0,4,12840888,https://dev4.index.hr/vijesti/clanak/milanovic-u-sisku-dosao-sam-vidjeti-sto-je-ova-vlada-napravila-za-grad-nista/2552278.aspx,Milanović u Sisku: Došao sam vidjeti što je ova vlada napravila za grad. Ništa,2024-03-30
-1,0,0,0,0,1,1,0,6,12840868,https://dev4.index.hr/vijesti/clanak/milanovic-ustavni-sud-je-doveo-dip-u-komicnu-i-politicki-nemogucu-situaciju/2552321.aspx,Milanović: Ustavni sud je doveo DIP u komičnu situaciju. Meni ne mogu ništa,2024-03-30
1,-1,NO,NO,NO,1,0,0,6,12840915,https://dev4.index.hr/vijesti/clanak/plenkovic-hdz-ima-cak-pet-generala-na-izbornim-listama/2552216.aspx,Plenković: HDZ ima čak pet generala na izbornim listama,2024-03-30
-1,NO,NO,NO,NO,0,1,0,3,12773760,https://www.index.hr/magazin/clanak/ljubo-cesic-rojs-otvorio-je-profil-na-tiktoku-ne-ne-salimo-se/2552169.aspx,Sad je i Ljubo Ćesić Rojs tiktoker,2024-03-30
NO,NO,NO,NO,1,0,0,1,2,12780218,https://www.vecernji.hr/vijesti/voditelj-otvorenog-pitao-kolakusica-je-u-vezi-s-laurom-kovesi-apsolutno-mi-smo-u-posebnoj-vezi-1757775,"Voditelj Otvorenog pitao Kolakušića je li u vezi s Laurom Kövesi: 'Apsolutno, mi smo u posebnoj vezi'",2024-03-29
NO,NO,NO,NO,NO,0,0,0,2,12819433,https://www.24sata.hr/news/koga-birati-na-listama-bivse-ministre-zetoncice-uhljebe-973944,"Koga birati na listama? Bivše ministre, žetončiće, uhljebe...",2024-03-30
-1,1,NO,NO,NO,0,1,0,4,12819430,https://www.24sata.hr/news/milanovic-o-upozorenju-dip-a-sto-ce-oni-to-su-sluzbenici-koji-dvije-godine-ne-rade-bas-nista-974039,Milanović o upozorenju DIP-a: 'Što će oni? To su službenici koji dvije godine ne rade baš ništa',2024-03-30
-1,NO,NO,NO,NO,0,1,0,3,12792405,https://www.24sata.hr/news/nakon-plenkija-i-rojs-je-postao-tiktoker-moji-iz-hdz-a-skidaju-gace-a-ja-ostajem-uvijek-isti-974015,"Nakon Plenkija i Rojs je postao tiktoker: 'Moji iz HDZ-a skidaju gaće, a ja ostajem uvijek isti!'",2024-03-30
1,-1,NO,NO,NO,1,0,0,5,12819446,https://www.24sata.hr/news/plenkovic-tvrdi-peda-grbin-je-abdicirao-s-celnog-mjesta-sdp-a-gradanima-ne-nude-nista-974004,Plenković tvrdi: 'Peđa Grbin je abdicirao s čelnog mjesta SDP-a. Građanima ne nude ništa...',2024-03-30
NO,NO,0,NO,-1,1,1,0,5,12806994,https://www.vecernji.hr/vijesti/foto-keleminec-dosao-u-sabor-sa-zastavom-s-prvim-bijelim-poljem-skejo-pozdravio-okupljene-sa-zds-1757904,"FOTO Keleminec došao u Sabor sa zastavom s prvim bijelim poljem, Skejo pozdravio okupljene sa 'ZDS'",2024-03-29
NO,1,NO,NO,NO,0,0,0,2,12806996,https://www.vecernji.hr/vijesti/foto-netko-je-ipak-zakupio-domenu-rijekepravde-tko-je-jamio-jamio-1757786,"FOTO Netko je ipak zakupio domenu 'rijekepravde': 'Tko je jamio, jamio'",2024-03-29
1,-1,NO,NO,NO,1,0,0,3,12806998,https://www.vecernji.hr/vijesti/najveca-akcija-je-na-facebooku-hdz-najaktivniji-sdp-krenuo-s-praskom-ali-nije-kapitalizirao-momentum-1757802,"Najveća akcija je na Facebooku: HDZ najaktivniji, SDP krenuo s praskom, ali nije kapitalizirao momentum",2024-03-29
1,-1,NO,NO,NO,1,0,0,4,12807004,https://www.vecernji.hr/vijesti/uskoro-uzivo-ministar-davor-bozinovic-u-studiju-vecernjeg-lista-1757735,"VIDEO Božinović o oporbi: 'Ne želim nikoga vrijeđati, ali sliče mi na Alan Ford koaliciju'",2024-03-29
NO,1,NO,NO,NO,1,0,0,3,12780782,https://www.vecernji.hr/vijesti/vidovic-zelimo-radikalno-promijeniti-nacin-na-koji-se-upravlja-hrvatskom-1757864,Vidović: 'Želimo radikalno promijeniti način na koji se upravlja Hrvatskom',2024-03-29
NO,NO,NO,NO,NO,1,0,0,3,12771278,https://www.jutarnji.hr/vijesti/hrvatska/pupovca-uzrujalo-skakljivo-pitanje-o-hdz-u-to-nisam-rekao-ne-stavljajte-mi-to-u-usta-15444657,"Pupovca uzrujalo škakljivo pitanje o HDZ-u: ‘To nisam rekao, ne stavljajte mi to u usta...‘",2024-03-29
-1,NO,1,NO,NO,1,0,0,4,12774318,https://www.jutarnji.hr/vijesti/hrvatska/selak-raspudic-hdz-krade-sve-pa-tako-i-programe-s-njima-nema-razgovora-poslije-izbora-15444651,"Selak Raspudić: ‘HDZ krade sve, pa tako i programe, s njima nema razgovora poslije izbora‘",2024-03-29
-1,NO,NO,NO,1,1,0,1,5,12774110,https://www.jutarnji.hr/vijesti/hrvatska/sincic-u-rijeci-idemo-uzeti-sto-vise-mandata-i-uciniti-da-ih-sto-manje-dobiju-hdz-i-ids-15444647,Sinčić u Rijeci: ‘Idemo uzeti što više mandata i učiniti da ih što manje dobiju HDZ i IDS‘,2024-03-29
NO,-1,NO,NO,NO,1,0,1,5,12771674,https://www.jutarnji.hr/vijesti/hrvatska/ustavni-sud-ne-moze-milanovicu-nista-rezultate-izbora-mogli-bi-ponistiti-pod-jednim-uvjetom-15444689,Ustavni sud ne može Milanoviću ništa! Rezultate izbora mogli bi poništiti pod jednim uvjetom,2024-03-29
-1,NO,NO,NO,NO,1,1,0,5,12807002,https://www.vecernji.hr/vijesti/ovo-je-ratno-stanje-dolazi-kraj-hdz-a-oni-znaju-da-gube-vlast-u-jednom-trenutku-shvatili-su-sve-1757637,"'Ovo je ratno stanje, dolazi kraj HDZ-a. Oni znaju da gube vlast, u jednom trenutku shvatili su sve'",2024-03-29
0,0,NO,NO,0,0,1,0,2,12845858,https://dev4.index.hr/magazin/clanak/bracne-i-rodbinske-veze-hrvatskih-politicarki-i-politicara/2551958.aspx,U hrvatskoj politici ima mnogo bračnih i rodbinskih veza. Ovo su neke od njih,2024-03-29
NO,NO,NO,-1,NO,0,1,1,3,12845990,https://dev4.index.hr/vijesti/clanak/video-keleminec-predao-liste-dosao-s-ustaskom-zastavom-i-10-minuta-urlao/2552053.aspx,"VIDEO Keleminec predao liste, došao s ustaškom zastavom i 10 minuta urlao",2024-03-29
NO,NO,NO,NO,1,1,0,0,4,12845850,https://dev4.index.hr/vijesti/clanak/vucemilovic-vlast-se-ponasa-sluganski-prema-svemu-sto-dolazi-iz-bruxellesa/2551989.aspx,Vučemilović: Domovinskom pokretu je bitno da dođe na vlast,2024-03-29
NO,1,NO,NO,NO,1,0,0,3,12847869,https://dev4.index.hr/vijesti/clanak/u-izbornoj-kampanji-prica-se-o-svemu-samo-ne-o-ekonomiji/2552025.aspx,"Zašto se u kampanji ne priča više o ekonomiji? ""Takve teme se guraju ispod tepiha""",2024-03-29
1,NO,NO,NO,NO,1,0,0,3,12775373,https://www.jutarnji.hr/vijesti/hrvatska/hdz-predao-liste-dip-u-plenkovic-idemo-u-obnavljanje-povjerenja-hrvatskog-naroda-15444685,"HDZ predao liste DIP-u, Plenković: ‘Idemo u obnavljanje povjerenja hrvatskog naroda‘",2024-03-29
1,NO,NO,NO,NO,0,0,0,2,12773771,https://www.index.hr/magazin/clanak/plenkovic-na-tiktoku-prati-samo-jedan-profil-nije-vili-beros/2552098.aspx,"Plenković na TikToku prati samo jedan profil, nije HDZ",2024-03-29
-1,NO,1,NO,NO,1,0,0,2,12843895,https://dev4.index.hr/vijesti/clanak/selak-raspudic-nema-razgovora-s-hdzom-niti-ce-ih-biti/2551935.aspx,Selak Raspudić: Nemoguće da se politička scena mora svesti na Milanovića i Plenkovića,2024-03-29
-1,NO,NO,NO,1,1,1,0,6,12873115,https://dev4.index.hr/vijesti/clanak/sincic-i-kolakusic-u-rijeci-idemo-uciniti-da-hdz-i-ids-dobiju-sto-manje-glasova/2551944.aspx,Sinčić i Kolakušić u Rijeci: Idemo učiniti da HDZ i IDS dobiju što manje glasova,2024-03-29
NO,NO,NO,NO,1,1,1,0,4,12846120,https://dev4.index.hr/vijesti/clanak/skejo-predao-izborne-liste-pa-otisao-s-pozdravom-za-dom-spremni/2552072.aspx,Skejo predao izborne liste pa otišao s pozdravom Za dom spremni,2024-03-29
0,0,0,0,1,1,0,0,4,12870704,https://dev4.index.hr/vijesti/clanak/cacic-zbog-suradnje-s-reformistima-doslo-je-do-sukoba-u-sdpu/2551922.aspx,"Stvarni šef Domovinskog pokreta: Što se tiče lista, to je pokušaj prevare birača",2024-03-29
